date,A,AAP,AAPL,AAT,ABBV,ABG,ABM,ABNB,ABR,ABT,ACA,ACGL,ACHR,ACI,ACIW,ACLS,ACM,ACMR,ACN,ADBE,ADEA,ADI,ADMA,ADP,ADSK,ADT,ADUS,AEE,AEIS,AEP,AFL,AGO,AGX,AGYS,AHRT,AIG,AIR,AJG,AKAM,ALAB,ALB,ALG,ALGN,ALK,ALKS,ALL,ALNY,ALRM,AMAT,AMCR,AMD,AME,AMGN,AMH,AMN,AMP,AMPH,AMRX,AMSF,AMT,AMTM,AMWD,AMZN,ANET,ANG-PD,ANGI,AON,APAM,APD,APG,APH,APLE,APLS,APO,APOG,APP,APTV,ARCC,ARE,ARES,ARLO,AROC,ARR,ARWR,ASGN,ASTH,ASTS,ATEN,ATR,AUR,AVA,AVB,AVGO,AVNS,AVTR,AVY,AWI,AWK,AWR,AXON,AXP,AYI,AZO,AZTA,BA,BAC,BAH,BALL,BANC,BANF,BANR,BAX,BBT,BBY,BCC,BCPC,BDX,BE,BEN,BF.B,BFAM,BFH,BG,BGC,BJRI,BK,BKNG,BKR,BL,BLDR,BLFS,BLK,BLMN,BMI,BMY,BOH,BOOT,BOX,BR,BRK.B,BRO,BSX,BSY,BTSG,BX,BXMT,BXP,C,CABO,CACC,CAG,CAKE,CALM,CARG,CARR,CARS,CART,CASH,CASY,CAT,CB,CBOE,CBRE,CBSH,CBU,CCC,CCI,CCL,CCOI,CDNS,CDW,CE,CEG,CERT,CG,CHCO,CHD,CHDN,CHE,CHEF,CHTR,CI,CIEN,CINF,CL,CLSK,CLX,CMCSA,CME,CMG,CMI,CMS,CNC,CNHI,CNK,CNMD,CNR,COCO,COF,COHR,COIN,COMT,COO,COP,CORT,COST,CPAY,CPB,CPK,CPNG,CPRT,CPRX,CRBG,CRDO,CRGY,CRH,CRK,CRL,CRM,CRS,CRVL,CRWD,CRWV,CSCO,CSGP,CSGS,CSW,CSX,CTAS,CTRA,CTRE,CTSH,CTVA,CURB,CVBF,CVCO,CVLT,CVNA,CVS,CVSA,CVX,CW,CWST,CWT,CXM,CXW,D,DAL,DASH,DCH,DD,DDOG,DE,DECK,DEI,DELL,DFH,DHI,DHR,DIOD,DIS,DKNG,DKS,DLR,DLTR,DNOW,DOCS,DOCU,DORM,DOX,DPZ,DRI,DT,DTE,DUK,DUOL,DV,DVA,DVN,DXC,DXCM,DXPE,EA,EAT,EBAY,ECL,ED,EFC,EFV,EFX,EG,EIG,EIX,EL,ELME,ELV,EMBC,EME,EMN,EMR,ENOV,ENPH,ENR,ENTG,ENVA,EOG,EPAC,EPAM,EPRT,EQH,EQIX,EQR,EQT,ERIE,ES,ESAB,ESNT,ESS,ESTC,ETD,ETN,ETR,EVRG,EVTC,EW,EWC,EWJ,EXC,EXE,EXLS,EXPD,EXPE,EXPI,EXR,EXTR,F,FANG,FAST,FBP,FBRT,FCX,FDS,FDX,FE,FELE,FERG,FFIN,FFIV,FIBK,FICO,FIG,FIS,FIX,FLEX,FLUT,FN,FND,FNF,FOUR,FOX,FRPT,FSLR,FTNT,FTV,FUN,FWONK,G,GBDC,GD,GDDY,GDYN,GE,GEHC,GEN,GEO,GEV,GFF,GILD,GIS,GKOS,GLW,GM,GNR,GNRC,GO,GOGO,GOLF,GOOG,GOOGL,GOVT,GPC,GPI,GPK,GPN,GRMN,GS,GSHD,GTES,GTLB,GTM,GTY,GWRE,GWW,HASI,HAYW,HBAN,HCA,HCI,HD,HE,HEI,HEZU,HFWA,HIG,HIW,HLI,HLT,HNI,HON,HOOD,HPE,HPQ,HRB,HRL,HRMY,HSTM,HUBB,HUBS,HUM,HWM,IAC,IART,IAU,IBKR,IBM,ICE,ICHR,ICLR,ICUI,IDCC,IDXX,IEFA,IEMG,IEX,IFF,IGOV,IIPR,INDV,INN,INSM,INSP,INTC,INTU,INVA,INVH,IOSP,IOT,IP,IPAC,IQV,IR,IRDM,IRM,ISRG,IT,ITRI,ITT,ITW,IVV,IWB,IWM,J,JACK,JBGS,JBHT,JBL,JBLU,JBT,JCI,JJSF,JKHY,JLL,JNJ,JPM,JXN,KAI,KBDC,KD,KDP,KEYS,KFY,KHC,KKR,KLAC,KMB,KMI,KMPR,KMX,KNSL,KNTK,KO,KR,KREF,KRUS,KTB,KVUE,L,LAD,LAUR,LBRDK,LCII,LDOS,LEN,LGIH,LH,LHX,LIF,LII,LIN,LITE,LKQ,LLY,LMT,LNC,LNG,LNN,LNT,LOAR,LOPE,LOW,LPLA,LQDT,LRCX,LRN,LTH,LULU,LUMN,LW,LXP,LYB,LYFT,LYV,LZ,LZB,MA,MAA,MAC,MAN,MANH,MARA,MAS,MASI,MATX,MBC,MBIN,MC,MCD,MCHP,MCK,MCO,MD,MDB,MDLZ,MDT,MET,META,MGEE,MGPI,MGY,MHK,MIR,MKC.V,MKL,MKTX,MLKN,MLM,MMI,MMM,MMSI,MNRO,MNST,MO,MOG.A,MOH,MORN,MPC,MPT,MPWR,MRK,MRNA,MRP,MRSH,MRTN,MRVL,MS,MSCI,MSFT,MSI,MSTR,MTB,MTCH,MTD,MTZ,MU,MWA,MYGN,NABL,NAVI,NBHC,NBTB,NCLH,NDAQ,NDSN,NEE,NEM,NEO,NET,NFLX,NI,NKE,NLY,NOC,NOG,NOW,NRG,NSC,NSIT,NSP,NSSC,NTAP,NTNX,NTRA,NTRS,NUE,NVDA,NVR,NVT,NWL,NWSA,NXPI,NXRT,NXT,O,ODFL,OGE,OGN,OI,OKE,OKTA,OLED,OLLI,OMC,ON,ONB,OPLN,ORCL,ORI,ORLY,OSIS,OSW,OTIS,OTTR,OWL,OXY,PAG,PANW,PATH,PATK,PAYC,PAYO,PAYX,PBH,PBI,PCAR,PCG,PCOR,PCRX,PCTY,PECO,PEG,PENG,PENN,PEP,PFE,PFGC,PG,PGNY,PGR,PH,PHM,PI,PINS,PIPR,PJT,PLAY,PLD,PLMR,PLNT,PLTR,PLXS,PM,PMT,PNC,PNFP,PNW,PODD,POOL,POWI,PPG,PPL,PRAA,PRDO,PRG,PRGO,PRGS,PRIM,PRK,PRKS,PRLB,PRU,PRVA,PSA,PSKY,PSTG,PSX,PTC,PTCT,PTEN,PVH,PWR,PYPL,PZZA,Q,QCOM,QDEL,QNST,QQQ,QRVO,QTWO,RAL,RAMP,RBA,RBLX,RBRK,RCL,RDDT,RDN,RDNT,REGN,REYN,RF,RGA,RGLD,RGNX,RHI,RHP,RIG,RITM,RJF,RKLB,RKT,RLI,RLJ,RMD,RNG,ROCK,ROK,ROKU,ROL,ROP,ROST,RPM,RPRX,RPV,RRC,RRR,RS,RSG,RSP,RTX,RUN,RUSHA,RVMD,RVTY,RWT,RXO,RYAN,S,SABR,SAFE,SAIL,SANM,SARO,SBAC,SBSI,SBUX,SCHW,SCI,SCL,SCSC,SCVL,SDGR,SEZL,SF,SFBS,SFM,SGI,SHAK,SHW,SITM,SJM,SKT,SKY,SLG,SLM,SLVM,SM,SMCI,SMPL,SNA,SNAP,SNCY,SNDK,SNEX,SNOW,SNPS,SO,SOFI,SOLS,SOLV,SPGI,SPHR,SPMO,SPSC,SPY,SRE,SRPT,SSNC,SSTK,STC,STE,STEP,STLA,STLD,STT,STX,STZ,SW,SWK,SWKS,SXC,SYF,SYK,SYY,T,TBBK,TDG,TDY,TEAM,TECH,TEL,TER,TFC,TFX,TGT,TGTX,THG,THRM,THRY,TJX,TKO,TLN,TMO,TMUS,TNC,TNDM,TOL,TOST,TPG,TPL,TPR,TREX,TRGP,TRIP,TRMB,TRNO,TROW,TRU,TRUP,TRV,TSCO,TSLA,TSLX,TSN,TT,TTAN,TTD,TTEK,TTMI,TTWO,TWO,TXN,TYL,UAA,UAL,UBER,UCB,UCTT,UDR,UFPT,UHAL,ULTA,UNF,UNH,UNIT,UNP,UPBD,UPS,UPST,UPWK,URBN,URI,USB,UVV,V,VAC,VCEL,VCIT,VCTR,VEEV,VGK,VICI,VICR,VIG,VIRT,VITL,VLO,VLTO,VMC,VNO,VO,VOO,VRNS,VRRM,VRSK,VRSN,VRT,VRTS,VRTX,VSAT,VSEC,VSH,VSNT,VST,VTI,VTR,VYM,VYX,VZ,WAB,WABC,WAT,WAY,WBD,WD,WDAY,WDC,WDFC,WEC,WELL,WEN,WERN,WFC,WGO,WHD,WHR,WINA,WING,WKC,WLY,WM,WMB,WMG,WMT,WRB,WRLD,WSC,WSFS,WSM,WSO,WST,WT,WTW,WWD,WWW,WY,WYNN,XEL,XLC,XLE,XLF,XLI,XLK,XLP,XLV,XLY,XOM,XPEL,XYL,XYZ,YELP,YUM,ZBH,ZBRA,ZD,ZG,ZM,ZS,ZTS,ZWS
2025-08-01,112.81,51.91,201.58,17.77,190.69,223.02,44.58,128.02,9.89,125.3,83.54,88,9.64,19.09,40.74,68.75,110.11,29.48,253.22,347.8,12.2,219.37,19.33,294.53,297.02,8.12,104.96,99.98,135.01,110.09,96.04,83.06,224.38,114.99,6.26,75.7,72.99,281.94,74.38,131.1,67.16,214.47,136.52,51.37,26.55,195.83,401.8,54.05,178.68,45.15,171.7,181.49,288.22,34.15,17.85,494.91,21.21,7.83,41.24,206.16,24.16,52.44,214.75,117.57,23.92,15.86,352.53,40.84,276.14,35.07,103.76,10.81,22.95,136.11,39.53,379.17,65.65,20.84,72.59,178.1,15.76,21.81,14.19,15.93,48.6,21.57,52.46,17.54,139.73,5.65,35.73,179.05,286.99,10.98,11.36,163.19,187.11,141.98,72.74,742.47,291.95,304.27,3858.86,32.34,221.9,44.92,107.63,56.32,13.9,120.73,59.16,21.77,23.35,61.54,82.42,151.24,136.29,36.72,22.97,28.05,125.1,56.83,75.86,9.4,34.17,98.49,214.18,42.77,52.93,130.18,20.81,1075.42,8.55,179.41,42.68,59.01,170.89,31.59,241.34,472.84,91.42,105.41,56.85,19.64,164.43,17.31,62.52,89.79,136.77,447.51,17.35,61.16,102.52,31.86,66.14,12.42,47.01,74.65,521.36,425.65,266.61,246.66,153.94,56.22,50.24,9.73,103.16,28.76,43.77,356.97,165.66,48.47,338.99,9.54,57.21,118.25,92.79,105.98,415.61,67.42,264.69,258.03,88.63,143.77,81.94,10.44,117.79,29.47,271.65,42.52,350.23,71.89,25.91,12.35,25.54,52.09,72.47,34.76,204.46,102.79,314.69,24.4,70.87,89.78,69,948.5,316.4,30.91,117.59,28.74,45.51,21.12,33.61,107.56,8.56,94.56,16.41,166.91,249.28,257.09,86.71,446.66,104.14,65.99,94.6,59.97,244.35,34.52,219.42,23.12,31.06,69.13,70.49,21.42,17.8,422.81,179.73,73.56,60.92,114.77,145.31,492.97,102.98,45.21,8.58,19.61,57.85,50.72,248.35,4.31,28.73,135.6,496.06,103.35,14.18,125.93,25.14,148.57,196.05,48.91,115.81,43.73,203.2,168.49,114.72,14.74,57.33,73.84,119.13,82.67,460.18,198.83,50.51,135.11,118.76,338.99,15.16,138.48,31.55,12.86,79.28,110.02,156.46,155.91,90.58,258.96,101.08,11.5,61.85,237.48,329.28,37.91,50.95,89.72,2.29,270.1,9.56,623.76,56.63,139.51,25.74,31.43,20.87,75.46,100.56,113.52,37.47,150.99,29.62,48.83,754.59,60.67,51.73,345.44,62.68,130.06,55.84,249.06,79.58,26.51,376.92,87.43,69.07,34.57,79.33,45.46,71.4,43.52,98.8,42.16,113.46,176.67,9.17,134.55,17.27,10.31,142.46,44.72,19.81,9.57,39.7,384.76,172.24,41.5,92.13,218.79,33.45,307.43,26.87,1381.07,122,76.77,693.74,49.52,299.62,315.2,78.31,53.02,101.94,50.2,65.85,183.97,97.36,46.39,29.69,98.94,42.11,13.56,306.7,156.47,7.93,268.35,69.76,28.24,25,655.35,79.94,111.03,46.87,86.16,61.38,52.17,52.76,193.63,13.5,15.14,76.73,189.52,188.7,22.28,125.21,407.85,20.98,77.32,216.15,695.57,85.72,24.34,41.82,10.21,26.67,222.88,924.4,24.74,15.17,15.6,355.27,137.47,366.71,10.73,324.97,39.17,21.28,120.89,26.52,186.95,260.31,48.87,200.81,99.9,19.46,23.54,52.79,27.04,34.4,25.51,421.65,498.51,244.32,183.84,38.83,12.31,63.29,63.32,243.81,182.95,19.38,166.44,127.4,251.16,535.54,80.15,58.88,157.3,68.2,41.53,45.92,21.05,4.73,108.69,126.1,19.31,770.93,18.63,29.35,76.7,36.01,44.29,66.35,182.45,74.9,23.64,91.65,483.12,328.54,123.18,163.06,247.58,618.93,338.85,213.22,137.65,19.23,20.08,138.23,218.28,4.27,132.49,106.15,111.16,164.78,265.35,163.25,285.22,81.99,322.98,14.01,36.38,32.46,158.68,67.52,26.15,141.61,880.96,126.25,27.27,57.98,55.98,443.47,40.45,67.4,69.9,8.22,85.9,53.7,20.63,90.07,285.37,22.91,60.11,90.69,158.1,114.37,54.48,258.77,274.93,74.4,601,454.74,106.68,28.45,756.98,409.95,35.61,236,131.81,63.98,71.4,170.15,223.21,368.56,23.48,95.91,129.26,27.85,193.33,3.71,54.71,37.07,49.59,13.62,146.14,8.67,34.74,557.36,135.2,15.7,37.4,214.66,15.5,67.57,153.95,106.96,11.05,28.93,65.91,297.72,64.61,695.97,497.12,11.98,220.97,62.3,87.31,71.85,748.25,82.02,27.32,22.87,116.68,19.86,68.69,1929.87,203.96,17.47,574.78,30.16,141.76,84.78,13.49,59.02,58.72,190.43,155.13,270.45,162.35,3.85,781.35,77.28,27.6,27.78,194.9,11.66,74.31,136.76,549.72,519.96,433.13,366.63,179.65,33.01,1197.23,174.05,104.73,23.99,3.91,7.75,12.12,34.94,39.2,24.5,94.32,207.12,68.92,61.93,5.16,200.11,115.86,41.76,72.63,18.59,577.39,23.76,182.87,166.17,271.16,120.4,42.62,29.92,99.66,72.11,134.58,124.82,137.17,173.69,7760.68,89.4,4.45,28.87,206.95,29.18,56.57,54.09,141.11,44.08,9.66,12.83,75.82,95.13,143.19,138.04,69.09,56.82,20.03,24.33,242.51,33.23,99.12,219.57,21.6,83.24,73.38,17.59,42.73,162.76,172.88,11.11,96.44,224.33,6.28,134.85,73.72,10.9,94.1,14.01,62.04,22.07,181.43,32.55,86.87,22.81,17.8,135.39,22.33,100.5,147.44,22.49,226.48,705.99,116.07,152.92,37.76,75.93,178.19,28.1,102.36,129.62,107.61,154.27,125.16,158.57,10.7,181.39,85.03,88.09,284.91,301.92,46.79,101.73,34.84,15.06,29.14,29.97,25.09,46.04,90.97,153.17,46.63,43.19,95.52,18.86,270.27,12.86,54.51,115.64,212.11,52.13,5.28,71.25,394.89,66.75,39.85,,145.67,22.81,16.25,551.83,84.11,76.53,44.24,32,107.94,125.03,87.65,310.57,188.64,32.2,54.69,555.82,21.18,23.93,174.08,151.7,8.19,32.47,89.43,2.82,11.22,161.41,44.81,16.54,60.67,6.8,276.49,23.59,64.32,339.69,79.98,57.03,538.73,136.04,115.79,36.33,89.17,35.35,58.86,278.9,229.24,179.29,154.35,9.85,52.88,36.63,88.04,4.96,15,57.18,17.94,2.93,13.57,20.62,110.96,27.86,223.3,27.37,84.63,94.33,76.85,48.3,37.78,19.55,19.53,144,72.85,76.18,154.08,71.6,111.84,340.23,193.09,103.91,28.75,64.84,53.75,30.76,43.9,25.91,56.64,30.05,309.27,9.05,10.31,41.33,64.64,205.02,618.65,91.98,21.23,,71.73,541.12,40.71,112.46,103.88,616.49,79.25,15.91,83.08,17.69,64.15,225.71,55.96,8.79,121.2,106.39,153.65,162.73,43.04,64.74,64.96,6.78,66.42,374.98,78.19,26.86,62.49,1483.03,544.69,182.96,54.56,199.83,103.89,41.1,114.58,95.59,35.02,166.22,31.81,12.13,124.48,163.71,378.01,461.82,232.81,79.8,15.4,121.22,46.66,53.48,309.66,105.26,63.42,160.24,16.21,82.64,52.88,99.11,91.48,46.21,255.34,56.45,302.63,22.3,50.76,437.2,113.79,86.08,35.6,43.34,220.58,8.87,177.2,581.65,6.57,84.57,86.91,29.21,22.3,37.3,226.57,57.11,507.73,169.06,232.89,8.16,214.53,19.52,79.06,79.22,11.75,76.21,852.46,42.62,51.55,336.69,70.22,35.63,79.83,65.35,281.35,74.01,31.62,43.85,201.67,42.38,35.27,130.92,104.35,272.96,36.83,69.7,566.42,54.73,24.64,270.18,262.12,141.46,181.09,462.13,16.58,146.04,15.67,,207.25,303.08,66.2,130.47,12.94,40.82,185.97,45.59,290.31,35.59,12.87,71,222.22,76.36,212.03,106.65,163.72,9.32,26.48,76.11,28.04,39.23,79.78,358.72,360.27,24.64,37.08,226.25,58.85,27.95,97.67,67.99,154.36,25.08,53.13,185.68,424.43,238.67,12.25,312.02,258.27,21.82,24.43,106.95,71.81,105.07,41.8,50.79,148.2,128.02,78.54,129.45,107.43,106.25,31.49,140.36,74.03,33.04,142.62,89.91,335.24,29.49,77.16,70.97,280.27,145.61,44.58
2025-08-04,114.14,52.72,202.55,17.86,192.62,223.94,45.6,130.96,10.06,127.9,83.65,88.51,10.43,18.75,41.93,70.88,110.96,30.74,256.6,338.85,12.25,220.06,19.91,296.32,302.5,8.27,106.96,101.11,140.31,111.47,96.5,83.55,222.53,118.75,6.33,76.97,73.54,282.38,75.5,137.93,67.82,225.42,137.77,52.58,26.64,199.02,419.56,55.6,181.49,45.63,176.78,183.61,293.13,34.43,17.43,501.21,21.4,7.96,42.18,207.02,24.48,53.45,211.65,120.35,23.97,16.29,359.45,42.44,281.76,35.59,108.06,10.91,24.26,139.78,39.73,395.01,64.86,20.84,73.65,183.67,16.11,22.13,14.55,16.47,51.08,21.88,51.38,17.95,137.54,5.96,36.37,177.38,296.02,11.25,11.3,164.7,188.17,143.23,73.47,744.88,296.24,309.78,3967.76,32.41,222.34,45.11,109.32,56.78,14.12,121.29,60.22,22.25,23.55,63.56,81.78,154.44,138.24,36.1,24.1,28.92,124.08,58.67,78.39,9.7,34.24,100.07,217.75,43.01,53.5,128.18,20.89,1099.32,8.77,183.93,43.81,60.17,172.5,31.98,245.1,459.11,91.88,106.79,57.63,19.36,165.52,17.55,63.6,90.63,146.07,448.2,17.52,61.36,100.66,31.57,65.77,12.59,48.73,74.38,521.83,430.63,266.95,249.73,156.03,57.06,51.16,9.63,103.46,29.4,43.91,364.88,168.88,47.99,353.03,9.94,58.88,118.43,90.32,104.11,421.06,66.9,261.75,262.32,92.67,147.26,81.79,10.62,118.83,29.5,277.78,42.88,355.89,72.46,26.21,12.41,25.36,53.28,76.18,33.85,207.73,106.74,318.17,24.28,71.45,89.87,71.77,951.34,324.34,30.88,118.7,29.63,45.74,21.73,33.91,114.7,8.49,97.52,16.21,167.92,250.85,252.33,86.52,454.86,106.01,67.35,96.83,60.78,247.33,34.97,222.97,23.34,31.94,69.79,71.23,21.42,18.11,440.29,186.5,72.13,59.93,114.59,144.97,495.81,102.54,45.65,8.87,19.66,58.54,52.08,258.02,4.35,29.13,139.13,505.55,105.13,14.1,128.8,25.53,151.52,196.42,49.46,118.55,45.05,205.89,169.18,115.72,14.88,58.3,75.38,124.66,83.83,461.97,200.12,51.61,137.35,119.98,352.36,15.45,139.52,31.35,13.34,76.25,112.39,159.14,160.57,91.68,262.21,101.97,11.73,62.64,240.7,324.02,38.45,52.96,91.16,2.5,270.37,9.4,628.3,58.55,140.34,26.63,31.69,26.44,73.49,102.6,113.92,38.31,153.3,29.91,49.71,761.08,60.59,51.27,350.82,63.55,130.67,56.24,246.95,80.53,27.09,380.35,89.33,70.59,34.71,80.09,46.17,72.57,44.01,98.08,42.57,115.68,183.54,9.83,133.35,18.07,10.44,144.06,44.65,19.93,9.88,40.09,389.51,172.55,42.13,92.73,221.9,33.77,321,27.69,1360.99,88.6,77.36,697.6,50.94,303.91,329.57,81.44,54.31,102.2,51.48,69.99,183.42,98.55,47.06,30.61,99.26,42.17,13.55,308.71,158.15,8.08,275.18,70.55,28.42,24.9,661.61,80.71,112.34,46.95,87.5,62.8,52.4,53.22,196.43,13.42,15.96,79.35,195.31,194.6,22.3,128.1,405.08,21.45,78.17,222.87,711.7,88.65,24.64,44.15,10.65,27.15,226.19,930.18,24.71,15.46,15.82,361.48,138.1,373.74,10.92,337.44,39.66,21.63,124.04,26.38,190.26,261.88,43.79,203.65,106.37,19.67,24.04,53.27,27.13,35.54,25.91,423.94,502.2,244.41,180.75,39.52,12.56,63.64,64.6,245.7,186.76,20.14,164.8,130.06,268.7,682.78,81.25,59.5,156.44,68.86,41.56,46.17,21.22,4.76,111.24,129.95,19.5,779.59,18.59,29.21,77.48,37.6,43.96,67.36,182.75,78.52,24.11,92.27,483.36,336.71,125.75,165.94,248.83,628.36,343.9,217.99,138.48,19.04,19.74,140.7,222,4.34,133.25,106.15,112.25,167.94,270.43,166.87,290.04,82.57,322.33,14.13,36.7,32.43,161.72,68.07,25.57,144.17,909.76,128.67,27.44,58.8,54.66,444.46,40.74,67.49,70.13,8.33,88.19,55.6,21.19,92.6,282.26,23.46,59.51,92.13,159.84,117.12,54.64,261.09,274.73,76.98,595.66,462.65,111.13,28.33,763.6,412.57,36.63,239.66,133.77,64.83,72.68,170.46,230.52,373.2,24.27,97.94,130.31,28.59,196.45,3.75,53.39,37.55,47.25,14.08,151.29,8.76,35.27,567.23,135.3,16.07,36.83,218.55,16.04,68.18,161.27,107.47,11.25,29.95,67.32,299.04,64.83,708.06,515.54,12.3,226.56,61.91,87.6,72.65,774.55,83.56,27.92,23.23,119.29,20.81,68.77,1946.42,205.61,18.78,599.11,30.68,145.15,85.38,13.8,60.35,58.87,195.18,158.15,268.44,164.74,3.83,826.12,77.83,27.64,28.13,196.18,11.76,76.39,138.99,564.16,531.4,436.37,389.24,182.86,33.29,1231.88,177.93,107.61,23.69,3.98,8,12.17,35.37,39.62,25.34,96.04,210.3,69.05,64.73,5.67,208.8,117.1,42.48,72.82,18.95,580.65,23.84,184.6,172.4,274.38,119.91,45.65,30.68,101.76,73.76,136.57,125.4,135.5,179.97,7871.02,90.01,4.65,29.29,208.99,28.96,56.31,54.93,143.6,44.63,9.59,12.94,76.62,97.72,141.5,140.13,70.01,47.97,20.39,24.17,250.55,33.63,101.37,221.69,22.15,83.71,74.29,18.06,42.19,162.89,171,11.34,98.71,227.18,6.35,134.94,74.2,11.17,93.96,14.93,62.99,22.94,183.61,32.72,88.01,23.7,17.65,135.66,22.37,99.84,147.55,23.18,226.94,712.84,118.67,164.05,39.07,78.21,180.89,27.81,102.65,131.53,110.28,160.66,129.62,158.6,10.99,184.51,86.28,89.61,287.77,303.04,48.5,102.28,35.35,15.63,27.55,30.5,25.39,45.31,92.92,154.59,47.33,43.35,96.49,19.47,271.9,12.17,56.25,117.43,216.41,52.25,5.21,74.36,393.35,67.65,38.21,,145,24.11,17.12,562.01,85.17,78.75,42.79,32.57,109.51,130.7,92.52,312,201.76,32.18,55.77,568.43,21.1,24.21,173.86,155.46,8.33,32.39,89.55,2.81,11.37,164.82,44.54,16.88,61.51,6.84,288.61,23.75,64.43,345.28,85.83,57.74,543.01,140.97,116.86,37.08,89.87,34.65,57.58,280.11,229.74,181.48,154.91,9.7,54.2,37.18,88.13,5.2,15.28,57.15,18.44,2.99,13.63,20.6,116.69,28.4,225.09,27.65,87.47,95.88,77.46,48.27,38.72,20.05,19.99,156.99,73.57,77.14,153.81,73.51,115.47,344.63,200.36,105.58,29.67,65.47,54.07,31.38,44.5,26.27,58.23,30.66,310.37,9.47,10.55,42.51,65.49,208.48,636.02,92.96,21.81,,73.22,558.34,41.75,114.46,107.09,625.86,81.22,17.1,84.22,19.02,65.86,227.26,57.22,8.74,120.2,107.56,153.65,166.76,42.75,65.66,65.2,6.87,68.11,378.65,77.79,26.79,64.48,1505.46,552.26,185.69,54.55,201.88,105.45,41.53,114.75,95.61,28.72,168.74,32.36,12.93,127.66,163.86,390.68,465.34,236.55,81.4,15.42,124.29,49.3,54.72,315.37,110.78,64.3,162.11,16.4,84.25,53.46,101.88,93,47.3,259.96,58.28,309.26,22.19,52,431.94,114.36,89.76,36.26,44.83,225.99,9.05,179.03,602.99,6.74,87.01,88.43,29.52,23.3,36.62,226.27,56.81,514.99,171.99,236.03,8.09,217.13,20,79.55,82.83,12.04,79.14,861.34,43.08,50.98,339.47,71.02,37.58,79.96,67.44,285.28,74.87,32.4,46.08,204.34,42.42,36.31,132.75,106.54,279.82,37.81,70.75,575.04,56.48,25.27,266.31,265,140.07,182.96,472.27,20.28,156.61,15.87,,213.24,307.83,66.96,132.01,13.2,40.89,186.07,46.47,285.59,34.65,12.8,72.14,225.12,77.1,211.51,107.65,166.22,9.19,26.65,75.91,28.98,39.38,80.2,369.96,346.57,24.65,37.26,227.89,58.84,28.53,98.76,69.2,158.5,24.85,53.64,198.4,415.31,237.8,12.63,317.87,258.85,22.53,24.62,106.07,72.56,107.09,41.71,51.3,149.56,130.62,78.92,131.3,108.69,104.05,33.23,142.13,76.12,33.9,144.23,91.68,341.36,30.5,80.39,72.06,285.86,149.99,43.59
